IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
141.147.117.115,443,443,true,FRA,Europe,DE,Frankfurt,238,0.66
143.47.181.5,443,443,true,FRA,Europe,DE,Frankfurt,283,0.64
158.101.208.95,443,443,true,FRA,Europe,DE,Frankfurt,390,0.63
143.47.233.246,443,443,true,FRA,Europe,DE,Frankfurt,247,0.63
158.178.158.186,443,443,true,FRA,Europe,DE,Frankfurt,338,0.55
144.21.33.114,443,443,true,FRA,Europe,DE,Frankfurt,241,0.51
152.70.248.96,443,443,true,ICN,Asia Pacific,KR,Seoul,234,0.42
144.21.37.8,443,443,true,FRA,Europe,DE,Frankfurt,320,0.39
129.146.136.131,2083,443,true,LAX,North America,US,Los Angeles,350,0.37
158.101.205.114,443,443,true,FRA,Europe,DE,Frankfurt,327,0.36
129.159.84.71,443,443,true,IAD,North America,US,Ashburn,311,0.25
140.83.81.109,443,443,true,KIX,Asia Pacific,JP,Osaka,283,0.24
130.61.23.77,443,443,true,FRA,Europe,DE,Frankfurt,351,0.17
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,358,0.13
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,403,0.12
64.110.104.30,443,443,true,KIX,Asia Pacific,JP,Osaka,236,0.11
164.152.17.14,443,443,true,ORD,North America,US,Chicago,289,0.03
168.138.185.234,443,443,true,SIN,Asia Pacific,SG,Singapore,55,0.00
168.138.184.172,443,443,true,SIN,Asia Pacific,SG,Singapore,60,0.00
140.245.38.247,80,80,false,SIN,Asia Pacific,SG,Singapore,63,0.00
146.56.117.129,2052,2086,false,ICN,Asia Pacific,KR,Seoul,66,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,70,0.00
131.186.30.44,2082,2082,false,ICN,Asia Pacific,KR,Seoul,70,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,88,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,89,0.00
131.186.30.44,2086,2086,false,ICN,Asia Pacific,KR,Seoul,89,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,97,0.00
146.56.169.86,2086,2052,false,ICN,Asia Pacific,KR,Seoul,98,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,KR,Seoul,101,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,105,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,105,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,113,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,131,0.00
146.56.41.69,2086,2086,false,ICN,Asia Pacific,KR,Seoul,133,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,141,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,146,0.00
131.186.30.44,8880,80,false,ICN,Asia Pacific,KR,Seoul,155,0.00
168.138.50.249,443,443,true,KIX,Asia Pacific,JP,Osaka,156,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,159,0.00
64.110.75.145,443,443,true,ICN,Asia Pacific,KR,Seoul,159,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,171,0.00
146.235.204.107,80,80,false,SJC,North America,US,San Jose,178,0.00
150.230.63.93,443,443,true,KIX,Asia Pacific,JP,Osaka,186,0.00
168.138.194.74,443,443,true,NRT,Asia Pacific,JP,Tokyo,187,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,200,0.00
131.186.62.248,443,443,true,NRT,Asia Pacific,JP,Tokyo,203,0.00
131.186.21.161,443,443,true,SIN,Asia Pacific,SG,Singapore,216,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,222,0.00
144.24.200.164,80,80,false,MRS,Europe,FR,Marseille,235,0.00
217.142.132.113,443,443,true,ICN,Asia Pacific,KR,Seoul,239,0.00
152.67.222.167,443,443,true,ICN,Asia Pacific,KR,Seoul,241,0.00
158.180.228.226,80,80,false,MXP,Europe,IT,Milan,245,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,247,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,253,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,256,0.00
129.80.123.71,443,443,true,IAD,North America,US,Ashburn,299,0.00
89.168.17.228,80,80,false,MXP,Europe,IT,Milan,313,0.00
141.144.253.109,443,443,true,FRA,Europe,DE,Frankfurt,318,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,324,0.00
130.162.60.79,443,443,true,FRA,Europe,DE,Frankfurt,341,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,346,0.00
129.80.43.106,443,443,true,IAD,North America,US,Ashburn,348,0.00
192.18.140.32,443,443,true,SJC,North America,US,San Jose,350,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,359,0.00
152.67.249.123,443,443,true,SJC,North America,US,San Jose,362,0.00
138.2.61.180,443,443,true,KIX,Asia Pacific,JP,Osaka,379,0.00
